brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
urban outfitters,womens_tops_and_tshirts,new without tags,xs,9,11.08,10.0,2.75,22.0,7.3,5.2
dorothy perkins,womens_tops_and_tshirts,very good,m,9,3.39,2.0,1.0,11.0,4.6,5.1
unknown,tops_and_tshirts,very good,xxl,9,3.85,5.0,1.75,5.37,2.4,5.8
nike,brand_nike,good,2 junior | eu 34,9,5.33,4.0,3.0,10.0,2.1,5.3
next,shorts,very good,w30,9,4.61,3.0,2.0,12.0,5.6,8.5
supreme,brand_supreme,new without tags,unknown,9,23.67,15.0,6.0,80.0,6,11.6
palace,brand_palace_t_shirt,good,m,9,28.0,25.0,15.0,50.0,12.3,11.2
zara,shorts,very good,w32,9,4.78,4.0,2.5,10.0,4.1,5.3
supreme,brand_supreme_shirt,satisfactory,l,9,16.65,18.0,10.0,26.0,4.7,7.4
next,jeans,very good,w38,9,4.89,4.0,3.0,8.0,2.7,6.6
pull & bear,outerwear,very good,m,9,7.44,6.0,5.0,10.0,2.9,6.3
shein,womens_jeans,new without tags,s,9,3.17,3.0,1.0,5.0,2.8,6.4
adidas,brand_adidas,good,7 years,9,4.89,5.0,3.0,10.0,1,5.5
adidas,brand_adidas,good,5 years,9,3.67,3.0,3.0,6.0,1.4,5.4
adidas,mens_shoes,very good,8,9,26.5,22.0,10.0,60.0,15.7,7.6
polo ralph lauren,brand_polo_ralph_lauren,very good,12 years,9,18.44,14.0,4.0,60.0,7.3,5.4
adidas,shoes,new with tags,8.5,9,39.56,40.0,15.0,75.0,4.8,6.4
zara,brand_bershka,very good,s,9,14.66,8.0,3.0,49.99,1.6,4.5
george,womens_tops_and_tshirts,very good,xl,9,2.64,3.0,1.0,4.5,4.6,5.0
prettylittlething,womens_dresses,new with tags,xs,9,5.72,5.0,2.0,10.0,7,6.5
carhartt,brand_carhartt_t_shirt,new with tags,xxl,9,16.73,14.98,11.22,30.0,4.2,6.7
allsaints,tops_and_tshirts,very good,s,9,8.5,7.0,3.0,15.0,2.3,3.9
shein,womens_jeans,new without tags,m,9,3.89,3.0,1.0,10.0,7.4,5.8
new look,womens_tops_and_tshirts,very good,xl,9,3.71,3.0,1.4,6.0,0.9,5.0
ralph lauren,brand_ralph_lauren_hoodie,good,xl,9,16.72,17.0,6.0,25.0,3,6.1
tommy hilfiger,womens_outerwear,very good,s,9,21.55,20.0,15.0,35.0,6.9,4.8
regatta,womens_outerwear,very good,s,9,16.66,9.95,3.0,55.0,4.3,5.4
marks & spencer,womens_jeans,new with tags,s,9,19.05,14.99,8.0,42.0,3.2,5.2
wrangler,jeans,very good,w42,9,10.94,10.0,5.5,20.0,4.9,5.9
gant,jumpers_and_sweaters,very good,xl,9,19.27,15.0,9.0,33.99,3.8,4.8
river island,womens_jeans,very good,other,9,10.27,10.0,1.5,20.0,8.6,5.9
polo ralph lauren,brand_ralph_lauren_polo_shirt,new without tags,xl,9,11.8,11.22,5.0,23.0,0.9,4.9
unknown,brand_levis,new without tags,unknown,9,8.45,7.0,3.0,20.0,4.6,4.2
polo ralph lauren,brand_polo_ralph_lauren,good,5 years,9,10.13,7.0,5.0,18.99,4.4,8.2
bershka,brand_bershka,very good,xxs,9,6.33,6.0,3.0,10.0,4.4,5.6
ralph lauren,brand_ralph_lauren_polo_shirt,very good,8 years,9,7.56,8.0,4.0,12.0,4.9,5.1
shein,womens_outerwear,very good,xl,9,4.56,4.0,1.0,10.0,5.6,6.5
shein,womens_dresses,very good,xxl,9,3.67,3.0,1.0,10.0,3.2,6.0
primark,tops_and_tshirts,very good,s,9,1.78,1.5,1.0,3.0,3.1,6.4
levi's,womens_outerwear,very good,s,9,20.78,24.0,10.0,26.99,3,6
dickies,trousers,good,w36,9,24.22,19.0,5.0,42.99,3.9,4.1
vintage dressing,jumpers_and_sweaters,very good,s,9,18.78,18.0,18.0,25.0,3.7,4.4
supreme,brand_supreme_t_shirt,new without tags,xl,9,27.21,25.0,10.0,47.0,11.4,8.8
h&m,womens_skorts,new without tags,s,9,4.26,4.0,2.0,6.0,2.9,5.6
polo ralph lauren,brand_ralph_lauren_polo_shirt,new without tags,xxl,9,15.44,10.0,6.0,40.0,3.4,3.7
marks & spencer,womens_jeans,very good,other,9,4.67,4.0,2.0,12.0,5.4,4.5
marks & spencer,tops_and_tshirts,very good,17.5 in | 43 cm,9,3.5,3.0,2.0,10.0,3.3,5.9
adidas,brand_adidas,very good,10 years,8,7.12,5.0,3.0,22.0,5.2,5.2
carhartt,brand_carhartt,satisfactory,w32,8,11.62,9.99,6.0,20.0,4.2,6.2
lacoste,tops_and_tshirts,very good,xxl,8,10.24,10.0,5.0,15.0,0.8,4.6
nike,brand_nike_air_max_95,very good,8.5 child | eu 26,8,21.69,20.0,10.0,50.0,3.5,6.5
boohoo,womens_dresses,new with tags,m,8,3.31,3.0,1.5,7.0,6.1,5.4
next,womens_jeans,very good,xl,8,4.75,3.25,2.5,15.0,1.2,4.9
salomon,shoes,very good,9,8,47.24,42.5,20.0,80.0,6.1,3.5
puma,shoes,very good,11,8,22.51,15.28,4.0,85.0,4.4,4.8
nike,shoes,good,12,8,20.87,16.0,8.0,35.0,4,4.3
adidas,brand_adidas,good,6 baby | eu 23,8,6.31,4.5,3.0,16.0,2.1,4.6
next,shorts,very good,xl,8,3.44,3.0,2.0,8.0,5,6
river island,shorts,very good,w34,8,3.22,3.0,2.0,6.0,1.5,4.9
adidas,brand_adidas,very good,4.5,8,29.0,25.5,17.0,45.0,2.2,5.1
adidas,brand_adidas_shoes,new with tags,4 junior | eu 37,8,19.22,19.88,11.0,26.0,3,5.3
adidas,brand_adidas_shoes,new with tags,13 child | eu 32,8,20.0,18.75,15.0,28.0,1.2,5.0
adidas,brand_adidas,very good,9,8,30.25,30.0,10.0,55.0,6,5.1
adidas,brand_adidas,very good,6 baby | eu 23,8,10.0,7.0,3.0,20.0,2.2,4.4
debenhams,womens_outerwear,very good,m,8,6.94,5.5,4.0,15.0,3.2,5.1
nike air,brand_nike_air_max_95,very good,4 junior | eu 37,8,24.98,26.0,10.0,35.0,9.5,7.6
carhartt,brand_carhartt_jacket,good,4 years,8,14.06,12.5,5.0,30.0,7,8.1
zara,outerwear,new without tags,l,8,15.5,15.0,3.0,39.99,3.5,6.1
castore,activewear,new with tags,s,8,9.87,8.0,5.0,19.99,4.1,5.6
polo ralph lauren,brand_polo_ralph_lauren,good,w38,8,13.87,14.0,7.0,19.99,9.4,7
brandy melville,womens_jumpers_and_sweaters,very good,one size,8,9.42,10.0,4.0,15.0,1.6,3.8
ralph lauren,tops_and_tshirts,very good,xl,8,14.53,14.12,4.0,25.0,3.8,4.8
bershka,brand_bershka,very good,6,8,14.62,14.0,5.0,35.0,3.2,4.6
urban outfitters,tops_and_tshirts,very good,m,8,5.5,3.5,2.0,14.0,2.2,4.6
polo ralph lauren,brand_ralph_lauren_hoodie,good,xxl,8,22.89,23.5,10.0,35.0,3.2,7.4
lauren ralph lauren,brand_ralph_lauren_hoodie,very good,m,8,44.49,40.0,16.0,79.95,2.6,5.4
ralph lauren,brand_ralph_lauren_hoodie,very good,14 years,8,16.62,16.5,4.0,30.0,4.2,5.2
h&m,brand_hm,very good,one size,8,4.25,4.5,3.0,6.0,4.8,4.6
h&m,brand_hm,new with tags,3-6 months,8,4.59,4.0,3.0,6.2,3,5.6
primark,womens_skorts,new with tags,l,8,3.25,3.0,2.0,5.0,3.6,6.2
h&m,brand_hm,new without tags,5,8,11.56,11.0,5.0,20.0,4.1,4.2
asos design,womens_jeans,very good,s,8,4.75,4.5,1.99,8.0,3,4.5
dorothy perkins,womens_dresses,very good,l,8,6.94,5.75,3.0,18.5,3.2,6.4
per una,womens_outerwear,very good,l,8,11.69,11.0,3.5,25.0,4.9,5.1
marks & spencer,womens_dresses,new without tags,l,8,6.88,6.5,3.0,12.0,0.8,4.5
h&m,womens_jeans,good,s,8,4.19,4.0,2.0,7.0,0.6,6.6
nike,brand_nike_hoodie,good,13 years,8,4.62,4.0,3.0,8.0,4.8,5.2
pull & bear,womens_tops_and_tshirts,very good,s,8,3.25,3.0,1.0,6.0,7.4,5.1
mango,womens_outerwear,very good,s,8,19.62,15.0,7.0,45.0,5.5,5.9
zara,womens_outerwear,new with tags,l,8,43.36,50.0,15.0,70.0,6.6,5.5
new look,womens_outerwear,new without tags,s,8,8.25,6.75,4.0,20.0,2.4,5.1
stradivarius,womens_outerwear,very good,s,8,14.12,11.25,5.0,29.0,3.9,4.8
zara,womens_tops_and_tshirts,new without tags,l,8,6.88,6.5,4.0,10.0,5.8,4.2
mountain warehouse,womens_outerwear,very good,s,8,9.88,4.0,2.0,50.0,2.4,4.5
carhartt,trousers,very good,w34,8,32.88,33.5,24.0,40.0,1.4,6.8
h&m divided,womens_tops_and_tshirts,very good,s,8,1.93,1.73,1.0,4.0,3.4,5.3
carhartt,brand_carhartt,new with tags,l,8,22.0,21.0,12.0,45.0,2.4,6.0
per una,womens_tops_and_tshirts,very good,m,8,7.31,6.0,2.0,15.0,6.1,4.7
urban outfitters,womens_tops_and_tshirts,good,s,8,6.69,5.0,3.0,13.0,7,5.2
nike,womens_tops_and_tshirts,very good,s,8,4.06,4.0,2.5,6.0,2,3.4
tu,womens_jeans,very good,s,8,3.88,4.0,3.0,5.0,4.1,5.2
nike,shoes,new without tags,9,8,41.12,37.5,10.0,110.0,2.4,4.5
nike,brand_nike,very good,5 junior | eu 38,8,10.94,9.0,3.0,25.0,3.9,4.8
nike,brand_nike,very good,2 junior | eu 34,8,10.38,7.0,3.0,30.0,1.4,4.1
levi's,jeans,good,w36,8,11.62,10.0,8.0,22.0,3.1,5.5
primark,shorts,very good,m,8,2.41,2.0,1.0,5.0,4.5,5.4
papaya,womens_outerwear,very good,s,8,4.69,3.5,2.0,12.0,4.6,5.7
zara,jumpers_and_sweaters,very good,xl,8,10.5,7.25,4.0,24.0,0.9,4.6
nike,brand_nike_air_max_95,very good,4,8,21.24,22.48,4.99,35.0,3.5,6.4
f&f,womens_jeans,very good,xl,8,2.81,2.5,1.0,6.0,6.4,4.3
boohoo,womens_tops_and_tshirts,very good,l,8,2.62,2.5,1.0,4.0,5.5,3.3
adidas,shoes,very good,10,8,28.75,25.0,10.0,59.99,2.2,4.4
polo ralph lauren,brand_ralph_lauren_hoodie,very good,14 years,8,21.87,16.5,8.0,49.99,5.1,7.2
next,womens_outerwear,new without tags,s,8,17.29,10.0,5.0,55.0,2.2,5.8
uniqlo,trousers,very good,m,8,15.03,10.0,3.22,54.99,1.9,5.7
lauren ralph lauren,brand_ralph_lauren_hoodie,very good,s,8,17.87,16.5,8.0,32.0,3.2,4.4
nike air,shoes,very good,10,8,30.25,24.0,10.0,80.0,3.4,5.3
nike,outerwear,new without tags,m,8,25.75,17.0,13.0,65.0,1.8,4.5
corteiz,trousers,very good,m,8,21.52,22.5,10.0,35.2,1.8,4.8
levi's,jeans,new with tags,w32,8,24.87,24.99,17.0,30.0,1,4.5
boohooman,jeans,very good,w32,8,7.44,7.25,1.0,15.0,2.9,5.5
adidas,tops_and_tshirts,very good,l,8,7.31,4.5,3.5,16.0,3.9,6.7
vans,tops_and_tshirts,very good,l,8,7.0,5.5,5.0,12.0,3.6,4.7
montirex,activewear,new without tags,m,8,23.88,12.0,6.0,75.0,3.8,5.0
oliver bonas,womens_jumpers_and_sweaters,very good,m,8,25.12,29.0,8.0,35.0,2,3.9
palace,brand_palace_hoodie,satisfactory,l,8,18.12,17.5,10.0,25.0,9.8,10.2
next,womens_dresses,new with tags,m,8,7.62,7.5,2.0,14.0,2.8,5.7
polo ralph lauren,jumpers_and_sweaters,very good,m,8,36.5,30.0,20.0,60.0,1.2,4.5
represent,jumpers_and_sweaters,very good,s,8,22.5,23.49,15.0,30.0,4,6.2
berghaus,womens_outerwear,very good,s,8,25.38,19.5,3.0,90.0,4.4,4.2
peacocks,womens_outerwear,very good,m,8,7.19,5.5,4.0,15.0,2.9,4.2
george,womens_outerwear,new without tags,m,8,8.88,6.5,2.0,30.0,4.4,5.0
monsoon,womens_tops_and_tshirts,very good,s,8,8.94,5.5,2.0,30.0,5.2,4.1
marks & spencer,womens_tops_and_tshirts,very good,xs,8,5.69,3.25,2.0,16.0,3.2,5.4
nike,brand_nike,very good,13 child | eu 32,8,8.88,9.0,3.0,18.0,1.6,4.9
prettylittlething,womens_outerwear,very good,l,8,7.19,7.5,3.5,10.0,3,5.3
polo ralph lauren,brand_polo_ralph_lauren,good,one size,8,11.94,11.0,7.0,22.0,0.4,5.6
ralph lauren,brand_ralph_lauren_polo_shirt,good,xxl,8,11.87,10.0,3.95,30.0,6.4,6.4
ralph lauren,brand_ralph_lauren_shirt,very good,12-18 months,8,6.6,5.7,3.0,15.0,3.4,5.6
shein,womens_jumpers_and_sweaters,new without tags,l,8,2.69,2.5,1.0,5.5,3.2,6.1
superdry,tops_and_tshirts,very good,xl,8,4.44,4.25,2.0,10.0,2.2,4.5
levi's,brand_levis,satisfactory,w32,8,7.25,6.0,3.0,16.0,5.2,5.2
unknown,tops_and_tshirts,very good,s,8,7.58,4.25,1.08,20.0,4.9,5.5
per una,womens_dresses,very good,s,8,6.78,5.0,3.5,20.0,6.5,5.2
nike,brand_nike,good,9 years,8,4.06,4.0,3.0,6.0,4,4.8
urban outfitters,womens_jeans,very good,s,8,13.88,11.0,7.0,30.0,4.9,5.2
diesel,womens_jeans,very good,s,8,16.62,16.5,5.0,35.0,3.8,5.0
marks & spencer,outerwear,new without tags,m,8,18.62,12.5,9.0,35.0,1.4,4.2
new look,womens_jumpers_and_sweaters,new without tags,s,8,3.0,3.0,1.0,5.0,1.4,6.0
prettylittlething,womens_tops_and_tshirts,very good,m,8,3.75,3.0,1.0,10.0,5.1,4.2
primark,jumpers_and_sweaters,very good,l,8,2.81,1.0,1.0,12.5,5.6,5.4
berghaus,outerwear,good,m,8,15.25,12.0,4.0,29.0,3.5,6.5
under armour,activewear,new with tags,l,8,15.0,11.5,10.0,40.0,6,5.1
carhartt,brand_carhartt,new without tags,w30,8,23.62,25.0,8.98,35.0,3,6.3
marks & spencer,outerwear,very good,xxl,8,9.94,10.0,4.0,18.0,2.6,3.7
ralph lauren,brand_ralph_lauren_shirt,good,xxl,8,11.71,11.0,8.0,18.68,1.4,5.4
next,tops_and_tshirts,new without tags,xl,8,3.59,3.0,2.75,5.0,1.4,4.4
levi's,brand_levis,good,w29,8,11.06,11.0,5.0,20.0,6.9,6.2
nike,brand_nike,good,xxl,8,7.92,6.25,3.0,13.93,5.1,5.2
dickies,jeans,very good,w32,8,16.12,15.5,6.0,26.0,3.6,3.8
oh polly,womens_dresses,new with tags,m,8,19.25,20.0,4.0,35.0,6.6,4.9
marks & spencer,jeans,new without tags,w32,8,9.19,8.5,3.5,15.0,3.5,6.5
uniqlo,womens_skorts,very good,s,8,8.31,5.73,4.0,20.0,8.1,6.8
tommy hilfiger,jeans,very good,w32,8,9.25,9.0,6.0,12.0,4.6,6.2
joules,womens_jumpers_and_sweaters,very good,s,8,10.75,7.0,3.0,40.0,1.6,5.7
levi's,jeans,good,w30,8,7.93,7.5,5.95,10.0,1.5,6.3
supreme,brand_supreme,good,xl,8,30.38,21.0,6.0,60.0,5.5,10.1
levi's,brand_levis,satisfactory,w36,8,7.5,7.0,3.0,13.99,0.9,5.5
arne,tops_and_tshirts,very good,m,8,9.88,9.0,4.0,15.0,1.1,4.8
patagonia,womens_outerwear,very good,s,8,37.56,40.0,14.99,60.0,4.2,5.7
the north face,tops_and_tshirts,good,m,8,3.31,3.48,1.5,5.0,3.6,4.9
monterrain,activewear,very good,xl,8,12.62,10.0,5.0,26.0,3.5,5.1
levi's,shorts,very good,w32,8,10.74,10.0,4.0,16.9,4.4,5.5
uniqlo,trousers,very good,s,8,14.39,15.0,4.0,23.0,3,5.2
nike,brand_nike_tracksuit,very good,18-24 months,8,13.88,15.0,6.0,25.0,3.2,3.5
adidas originals,brand_adidas,very good,l,8,17.94,11.0,8.0,50.0,3.4,4.3
abercrombie & fitch,jumpers_and_sweaters,very good,m,8,15.77,12.5,8.0,35.0,2.1,4.6
marks & spencer,jumpers_and_sweaters,good,m,8,4.0,4.0,2.0,7.0,5.2,4.6
boohooman,jumpers_and_sweaters,very good,l,8,5.25,5.0,1.0,10.0,2.4,5.7
superdry,jumpers_and_sweaters,very good,l,8,10.75,8.0,4.0,22.99,1.4,4.8
arne,jumpers_and_sweaters,very good,s,8,13.94,10.0,7.0,40.0,2.1,5.2
nike,brand_nike_tracksuit,very good,5 years,8,7.12,7.5,4.0,12.0,3.6,3.6
jack & jones,outerwear,very good,m,8,9.88,8.5,5.0,20.0,6.5,6.6
nike,brand_nike_air_max_95,very good,13 child | eu 32,8,24.19,25.0,4.5,32.0,2.1,7.1
primark,womens_jeans,very good,xs,8,2.44,2.0,1.0,6.0,6.2,5.7
under armour,shorts,very good,w32,8,7.5,5.5,5.0,15.0,4,3.6
new look,womens_dresses,new with tags,s,8,6.69,5.5,1.0,15.5,4.2,5.4
next,shorts,very good,m,8,2.69,2.75,2.0,4.0,2.9,4.3
asos design,shorts,very good,w32,8,4.12,3.5,2.0,8.0,5.6,5.2
marks & spencer,shorts,very good,w40,8,4.62,3.5,2.0,15.0,4.4,6.0
monterrain,activewear,very good,l,8,15.88,6.5,4.0,43.0,3,4.6
levi's,shorts,very good,w33,8,11.76,10.0,8.0,16.05,2.4,6.5
f&f,shorts,very good,w36,8,2.25,2.0,1.5,3.0,6.2,4.9
adidas,brand_adidas_shoes,new without tags,10,8,30.62,26.0,3.0,65.0,2.4,4.9
h&m,womens_tops_and_tshirts,new without tags,m,8,9.5,3.5,1.0,45.0,7,4.5
nike air,brand_nike_air_max_95,very good,3 junior | eu 36,8,25.38,17.5,8.0,50.0,6.1,7.8
adidas,brand_adidas,very good,7,8,20.62,20.0,3.0,40.0,3.4,5.1
adidas,brand_adidas,very good,11 child | eu 29,8,7.38,5.5,3.0,15.0,4.4,4.1
polo ralph lauren,brand_polo_ralph_lauren,satisfactory,l,8,6.84,6.5,3.0,12.72,6,5.8
asics,shoes,very good,9.5,8,52.88,47.5,20.0,115.0,2.9,3.6
nike,brand_nike,good,5 baby | eu 22,8,4.62,3.25,3.0,9.0,3,5.8
levi's,shorts,very good,w38,8,9.44,8.78,7.0,13.0,2.9,7
next,womens_jeans,good,l,8,2.75,3.0,2.0,3.0,3.1,4.5
adidas,brand_adidas_shoes,new with tags,10.5,8,37.25,35.0,24.99,55.0,2.1,5.2
umbro,activewear,very good,l,8,28.5,12.0,4.0,90.0,4.6,5.6
jack & jones,trousers,very good,w32,8,4.12,3.75,2.0,9.0,2.5,7.0
nike,shoes,good,5,8,12.87,10.0,5.0,26.0,4,7.5
nike,shoes,new with tags,7,8,35.02,32.5,11.0,65.0,2.6,4.7
polo ralph lauren,brand_polo_ralph_lauren,good,12 years,8,5.91,6.0,3.0,8.0,3.4,6.2
zara,shorts,very good,xl,8,5.75,5.5,3.0,8.0,3.8,5.7
montirex,activewear,new without tags,s,8,12.88,8.0,3.5,47.0,0.4,6.9
adidas,activewear,good,l,8,14.95,11.75,3.0,45.0,4.1,5.6
f&f,womens_dresses,good,m,8,3.19,3.25,1.0,5.0,7.2,5.5
carhartt,brand_carhartt_jacket,satisfactory,xl,8,37.44,31.0,9.72,75.0,3.8,5.9
castore,activewear,new with tags,l,8,19.25,12.5,9.0,45.0,2,5.5
patagonia,womens_outerwear,very good,l,8,39.5,29.25,25.0,79.0,6.4,6.5
new balance,activewear,very good,s,8,16.31,15.99,4.0,39.5,3.8,5.6
pull & bear,womens_tops_and_tshirts,very good,m,8,4.38,3.0,2.0,8.0,1.9,4.2
warehouse,womens_dresses,very good,m,8,6.12,5.0,3.0,14.0,6.1,5.5
nike,brand_nike,very good,5 baby | eu 22,8,8.78,6.5,3.0,22.0,2.2,4.8
nike,brand_nike_air_max_95,new with tags,10,8,101.25,100.0,55.0,160.0,2,5.4
castore,activewear,very good,xl,8,7.75,7.0,2.0,15.0,3.4,3.9
the north face,activewear,very good,xl,8,16.0,9.5,4.0,49.0,1.8,3.3
boden,womens_outerwear,very good,m,8,25.62,27.25,8.0,45.0,7,5.3
asos,womens_outerwear,very good,m,8,10.88,7.75,3.5,40.0,4.4,6.2
ralph lauren,brand_ralph_lauren_shirt,good,xs,8,8.44,8.75,4.0,14.0,1.2,5.2
nike,brand_nike,new with tags,s | 5–8,8,11.87,8.0,8.0,35.49,2.4,5.9
next,womens_jumpers_and_sweaters,new without tags,m,8,9.43,8.0,4.0,23.0,3.9,4.4
nike,brand_nike,new without tags,one size,8,5.25,4.0,3.0,10.0,1.8,4.6
supreme,brand_supreme_hoodie,satisfactory,m,8,32.75,28.5,15.0,50.0,9.1,8.7
tommy hilfiger,womens_outerwear,very good,m,8,24.12,19.0,15.0,45.0,4.9,5.7
unknown,brand_polo_ralph_lauren,new without tags,unknown,8,27.0,23.75,7.5,48.0,1.4,5.8
next,womens_jeans,new without tags,s,8,5.25,5.5,3.0,7.0,1.5,6.6
asos,womens_jeans,very good,s,8,3.06,3.25,1.5,5.0,3.2,4.1
m&s collection,womens_tops_and_tshirts,very good,l,8,3.75,4.0,1.0,6.0,2.6,5.0
polo ralph lauren,brand_ralph_lauren_shirt,good,xl,8,10.75,10.5,6.0,15.0,2.9,5.1
supreme,brand_supreme,very good,adjustable,8,12.0,9.9,9.89,25.0,1,4.4
next,womens_jumpers_and_sweaters,very good,xs,8,4.12,4.0,3.0,6.0,7.9,6.2
supreme,brand_supreme_hoodie,satisfactory,l,8,27.96,29.33,10.0,40.0,9.5,7.8
dickies,trousers,very good,w42,8,15.19,11.0,5.0,32.99,6.5,6.5
carhartt,brand_carhartt_t_shirt,satisfactory,s,8,5.38,4.5,3.0,10.0,6.1,5.1
hollister,womens_outerwear,very good,s,8,40.98,44.45,4.0,77.9,3.9,3.7
blakely,womens_jumpers_and_sweaters,very good,s,8,17.75,18.0,12.0,25.0,3.1,3.6
marks & spencer,womens_tops_and_tshirts,very good,xxl,8,2.62,2.0,2.0,5.0,2.6,4.8
roman,womens_jumpers_and_sweaters,very good,m,8,5.49,4.47,2.0,12.0,0.5,3.6
white fox,womens_jumpers_and_sweaters,very good,s,8,10.38,10.0,6.0,15.0,6.9,5.3
adanola,womens_jumpers_and_sweaters,very good,xs,8,23.5,22.5,15.0,35.0,0.1,2.9
simply be,womens_dresses,very good,l,8,4.69,4.0,2.5,10.0,4.5,5.2
superdry,outerwear,very good,s,8,21.06,13.75,7.0,40.0,6.2,5.6
george,womens_jumpers_and_sweaters,very good,xl,8,3.5,3.5,1.0,6.0,5.1,6.2
joules,womens_jumpers_and_sweaters,good,m,8,7.62,5.5,3.0,20.0,3.1,4.4
phase eight,womens_dresses,very good,l,8,15.69,12.5,7.0,30.0,0.6,5.9
marks & spencer,womens_dresses,new without tags,s,8,5.25,4.5,3.0,8.0,4.8,3.8
new look,womens_dresses,good,l,8,3.38,3.0,2.0,6.0,2.1,5.3
puma,shoes,very good,8,8,12.68,13.5,6.0,21.46,4.4,4.6
lipsy,womens_dresses,new with tags,m,8,12.62,11.0,3.0,26.0,6.6,3.2
the north face,outerwear,good,s,8,20.37,13.49,5.0,50.0,3.2,5.0
uniqlo,womens_jeans,very good,s,8,8.63,7.0,5.0,15.0,3.4,3.9
nike air,brand_nike_air_max_95,good,8.5,8,20.37,15.0,10.0,40.0,10.4,8
river island,womens_jeans,new with tags,l,8,16.25,17.5,5.0,28.0,4.9,5.5
ego,womens_outerwear,very good,s,8,14.75,10.0,8.0,35.0,4.1,3.8
primark,womens_outerwear,new without tags,s,8,5.81,3.0,1.5,14.0,4.8,4.7
fatface,womens_outerwear,very good,s,8,9.75,9.0,4.0,15.0,4.8,5.7
nike air,brand_nike_t_shirt,very good,m,8,5.75,4.0,3.0,13.0,4.9,4.7
next,womens_tops_and_tshirts,new with tags,l,8,9.56,5.25,2.0,30.0,2,4.8
nike,brand_nike,very good,11.5 child | eu 30,8,6.31,7.0,4.0,8.0,3.9,4.0
puma,shoes,very good,9.5,8,21.09,11.34,9.0,55.0,5.4,5.4
nike,brand_nike,good,10 years,8,3.38,3.0,3.0,4.0,3.4,6.0
carhartt,brand_carhartt_t_shirt,good,xs,8,6.12,6.0,4.0,8.0,3.5,5.7
nike air,brand_nike_air_max_95,very good,6.5,8,29.69,26.25,19.99,45.0,8.4,9.7
nike air,brand_nike_air_max_95,very good,9.5,8,45.44,47.5,26.0,60.0,8.1,8.6
adidas,brand_adidas,new with tags,xxxl,8,23.69,25.0,11.5,35.0,4.2,5.8
george,jumpers_and_sweaters,very good,xl,8,3.31,3.0,2.0,6.0,6.8,6.1
palace,brand_palace_hoodie,satisfactory,m,8,29.43,24.24,10.0,75.0,8.2,8.2
tommy hilfiger,trousers,very good,w38,8,12.35,10.5,10.0,25.0,0,4.3
h&m,brand_hm,good,xl,8,5.88,3.5,3.0,15.0,3.1,5
napapijri,outerwear,very good,l,8,44.06,46.25,22.0,60.0,1.9,4.5
palace,brand_palace,new without tags,one size,8,43.52,37.6,15.0,110.0,3.6,6.3
nike,brand_nike,very good,4 years,8,6.75,5.5,4.0,15.0,2,4.6
nike,brand_nike_tech_fleece_hoodie,very good,xxl,8,24.98,24.5,10.0,44.82,5.1,6.7
ralph lauren,brand_ralph_lauren_shirt,new with tags,xl,8,27.42,25.0,10.0,40.0,2.8,3.7
ax paris,womens_dresses,new with tags,m,8,11.69,11.0,6.5,20.0,8.9,5.0
adidas,brand_adidas_shoes,very good,2,8,13.69,11.75,8.0,30.0,1.5,4.6
adidas,brand_adidas,new with tags,11 years,8,12.25,9.0,3.0,45.0,1.4,3.9
nike,brand_nike_air_max_95,new with tags,6,8,67.88,65.0,45.0,88.0,4.9,5.7
carhartt,brand_carhartt_jacket,new with tags,s,8,56.12,55.0,27.0,87.0,5.2,5.6
primark,womens_dresses,new with tags,m,8,5.25,4.5,2.0,10.0,7.6,6.2
carhartt,brand_carhartt,new with tags,xl,8,28.37,31.5,14.94,44.0,3.1,6.4
carhartt wip,brand_carhartt_jacket,very good,xl,8,53.95,43.5,18.0,150.0,3.5,6.7
zara,trousers,very good,s,8,5.5,6.0,2.0,8.0,2.9,6.8
boohooman,jumpers_and_sweaters,very good,m,8,3.94,3.25,2.0,8.0,4.6,5.7
prettylittlething,womens_skorts,new with tags,m,8,3.31,3.5,1.5,4.0,9.9,4.3
ego,womens_dresses,very good,m,8,8.5,7.5,3.0,20.0,3.9,4.1
nike,brand_nike_air_max_95,very good,11.5,8,86.12,75.0,35.0,199.0,4,6
calvin klein jeans,jeans,very good,w36,8,10.68,10.0,6.0,17.0,4,6
prettylittlething,womens_skorts,very good,xs,8,7.88,2.0,1.0,35.0,8.2,7.7
unknown,activewear,very good,m,8,9.86,5.5,3.0,25.0,1.5,6.2
nike,mens_shoes,very good,8,8,35.87,30.0,7.0,65.0,15.9,6.3
per una,womens_jumpers_and_sweaters,very good,s,8,6.5,5.5,2.0,11.99,5.1,4.4
calvin klein,jumpers_and_sweaters,very good,m,8,11.12,6.0,3.0,30.0,3.5,4.7
oliver bonas,womens_dresses,very good,m,8,16.69,11.25,5.0,40.0,4.4,5.5
nike,brand_nike,new without tags,6,8,36.72,36.89,25.0,60.0,2.6,3.8
next,tops_and_tshirts,new without tags,l,8,3.31,3.5,2.0,5.0,3.9,5.9
berghaus,outerwear,very good,s,8,16.5,16.0,8.0,30.0,1.6,5.2
french chore jacket mens xl vintage workwear canvas shirt,outerwear,good,xl,8,21.88,19.5,16.5,29.5,0.2,5.1
zara,jeans,very good,w36,8,5.31,4.0,2.0,10.0,3.6,7.9
